text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
Sudah lama ngak ke sini,none,none,none,none,none,none
Sudah lebih baik dari thn 2000an,none,none,none,positif,none,none
Sudah mulai baik. Tetapi tetap butuh penataan lagi.,none,none,none,netral,none,none
Sudah mulai menarik,none,none,none,positif,none,none
Sudah mulai sedikit peminat,none,none,none,negatif,none,none
Sudah mulai tertata dgn baik..,none,none,none,positif,none,none
"Sudah sangat tidak terawat,.. biaya masuk terlalu mahal, 25rb/orang fasilitas nggak seberapa,.. cuma ada cafe dan monyet liar,.",negatif,negatif,none,negatif,negatif,none
"Sudah semakin bagus tempatnya dari pada dulu, tetapi kebersihannya kurang terjaga.",none,none,none,netral,none,none
"Sudah tertata dan rapi serta tertib, banyak permaina wahana baru",positif,none,none,positif,none,none
Suka,none,none,none,positif,none,none
Suka itu,none,none,none,positif,none,none
Suka sekali,none,none,none,positif,none,none
"Sunggu sayang gak terawat wisatanya, tiket mahal, tpi binatang sedikit cuma beberapa binatang yg idak.asing bGi.sehRi2. byk cuma melihat pohon aja..",negatif,none,none,negatif,negatif,none
Sungguh luar biasa,none,none,none,positif,none,none
Surganya introvert duduk manis baca buku dibawah teduhnya pepohonan. Extrovert jg bs hang out di tengah hutan da coffee shop asik,positif,positif,none,positif,none,none
"Syng banget gk di lestarikan lagi hewan dan tanaman nya terlihat rimbun rawa"" dari awal pintu masuk,,,, Meskipun ada wahana baru, dan saya masih suka dg pohon pinus nya,,,, tp balik lagi tujuan utama nya,,, ini TWA nya icon palembang,, coba aja hewan nya lebih diperbanyak lagi,,, jangan cuma diisi hewan yg uda umum orang pelihara,,, Jdi terkesan biasa aja, gak uwuww Btw duit masuk nya Dewasa 30rb Anak"" 25 rb Hmmm... Lumayan mahal krn gak semua wahana mau kita masuki,,, tp disuruh bayar segitu.",netral,none,none,netral,negatif,none
Syukur Wisata alam di Punti kayu sudah ada perubahan lebih baik,none,none,none,positif,none,none
"T4 ny sejuk,serasa kek di alam bebas,daerahny jga lumayan bersih",none,none,none,positif,none,none
T4 nya bagus tp sayang sdh agak kurang terawat,none,none,none,netral,none,none
"T4 nyaman tapi mau masuk kemana"" smua bayar",none,none,none,positif,netral,none
T4 rekreasi dan taman hiburan yang menyenangkan buat kumpul2 keluarga,none,none,none,positif,none,none
T4 wisata asri palembang,none,none,none,positif,none,none
Tahuk,none,none,none,none,none,none
"Tahun lalu masih banyak monyet liar yg cukup galak, kunjungan terakhir monyet liar sudah tidak terlihat. Sangat sepi dan kurang terawat",netral,none,none,negatif,none,none
Tak banyak yg berubah tapi menjadi destinasi liburan keluarga,none,none,none,netral,none,none
"Tak bisa di ungkapkan dengan kata"" kalau tidak kesini secara langsung.",none,none,none,netral,none,none
Tak seindah 90'an... Yg kaya akan satwa.,none,none,none,negatif,none,none
Tak seindah photonya..tapi udara segar,none,none,none,netral,none,none
Tak terawat,none,none,none,negatif,none,none
"Tamam hutan wisata, view foto di tambah dan diperunik lagi, dan hutan perlu dirawat lagi kebersihan dan keasrian nya",netral,none,none,negatif,none,none
Tamam wisata alam yang bersih nyaman sejuk...cocok tempat berlibur sama teman2 dan atau keluarga..tengah kota Palembang...pinggir jalan utama..akses transportasi yang bermacam..,none,none,positif,positif,none,none
Taman,none,none,none,netral,none,none
Taman alam yg bagus,none,none,none,positif,none,none
Taman anak²,none,none,none,netral,none,none
Taman bermain anak2 nya yidak terawat. Tempat makan minim. Harus banyak perbaikan.,negatif,negatif,none,negatif,none,none
"Taman biasa, setiap wisata di dalam harus bayar lagi",none,none,none,netral,negatif,none
"Taman buat piknik / rekreasi yang ada di tengah kota palembang. Ada taman hewannya, tempat permainan flying fox untuk anak dan dewasa, danau untuk main sepeda air, taman replika icon2 dunia seperti eiffel, liberty, dsb. Overall Ada sedikit peningkatan dari taman ini dari tahun2 sebelumnya.. walaupun sebenarnya tempat ini sangat2 potensial untuk dikembangkan lebih jauh lagi dan di manage lebih baik lagi supaya bisa jadi tujuan wisata nomor satu ketika sedang berada di palembang",netral,none,none,netral,none,none
Taman di kota...,none,none,none,netral,none,none
"Taman di pusat kota,tp sayang kolam renangnya rusak",negatif,none,none,netral,none,none
taman edukasi alam,none,none,none,netral,none,none
Taman edukasi untuk keluarga yang asri dan alami,none,none,none,positif,none,none
"Taman hiburan alami untuk warga kota Palembang, suasana asri dan rindang oleh tumbuhan, tapi sayang kurang terawat, sampah berserakan. Dan satu lagi yang perlu jadi perhatian pengelola, kalau bisa setiap wahana tidak membebankan tarif lagi, atau setidaknya tarifnya diturunkan, kan masuk sudah bayar..",none,none,none,netral,negatif,none
Taman hiburan palembang,none,none,none,netral,none,none
"Taman hiburan yang asri tdk jauh dari pusat kota Palembang , saya baru sebulan yang lalu dari sini tapi sayang Taman ini tidak terawat , kumuh",none,none,positif,negatif,none,none
"Taman hijau yg ada di palembang. Harga tiket masuk 30K / ORG, Mobil 10 K Kurang terawat sejak pandemi.hewan2 yg ada pun kondisinya kurang terawat.",negatif,none,none,negatif,netral,none
Taman hutan di dalam kota.,none,none,none,netral,none,none
Taman hutan di tengah kota perlu perhatian dr pemerintah jg,none,none,none,negatif,none,none
"Taman hutan di tengah kota palembang, ada satwa juga. Namun perawatan dan kebersihan satwanya perlu ditingkatkan",netral,none,none,negatif,none,none
"Taman hutan kota yang luas banget. Ada tempat outbound gitu. Ada flying fox, titian gantung, tempat buat swafoto juga. Adem karena rindang. Dan banyak monyet ya g seliweran hehehe. Sayangnya kebun binatangnya udah ga jalan. Cuma hewan2nya ga lengkap lagi. Huhuhu",netral,none,none,netral,none,none
Taman Hutan kota.. Buat ngadem jika musim panas.. Dipusat kota..,none,none,none,positif,none,none
"taman hutan terbaik, nyaman sekali",none,none,none,positif,none,none
"Taman hutan yang cukup luas ditengah kota Palembang yang panas, masih banyak sekali binatang monyet di pepohonan, ada jembatan yang panjang serta danau ,cocok bagi yg senang berfoto ria namun sangat disayangkan sekarang keadaanya kurang terawat, padahal pepohonannya sudah tinggi dengan dedaunan yang cukup r membuat suasana adem untuk liburan bersama kekuarga, krn sudah jarang sekali terdapat hutan di dalam kota, sebaiknya dapat dikelola dengan kebih baik lagi",positif,none,none,netral,none,none
Taman hutan yang sangat legend dan ikonik di tengah perkotaan yg padat,none,none,none,positif,none,none
Taman kota jadi cagar alam dalam kota,none,none,none,netral,none,none
taman nya cukup bagus dan keren.....,none,none,none,positif,none,none
Taman piknik bersama keluarga,none,none,none,netral,none,none
taman pinus di tengah kota palembang...udara yg segar di tengah kepengapan lalu lintas kota yang padat,netral,none,none,positif,none,none
Taman rakyat yang ada dikota palembang.sejuk tapi semenjak dikelola àleh swasta agak kurang terawat lokasinya.,netral,none,none,negatif,none,none
Taman ramah anak yang ada dipalembang. . Terdapat kolam renang dan destinasi landmark,positif,none,none,none,none,none
Taman rekreasi keluarga yang bagus sekali,none,none,none,positif,none,none
Taman rekreasi yg terjangkau,none,none,none,positif,none,none
Taman tidak terawat. Minim wahana yg dpt dikunjungi. Tapi monyet2 nya lucu. Jinak. Tdk mengganggu,netral,none,none,negatif,none,none
Taman untuk refreshing di tengah kota palembang,none,none,none,netral,none,none
Taman wisat tempat bersantai bersama keluarga,none,none,none,netral,none,none
"Taman Wisata Alam (TWA) Punti Kayu merupakan taman wisata alam terbesar di Palembang, Sumatera Selatan. Kawasan wisata alam dan konservasi ini terletak di Jalan Kol H Burlian Km 6,5, Kecamatan Alang-alang Lebar, Kota Palembang, Provinsi Sumatera Selatan. Tempat ini terkenal dengan pohon pinus yang menjulang tinggi, sangat cocok untuk tempat liburan keluarga.",positif,none,none,positif,none,none
"Taman Wisata Alam di Kota Palembang, cantik namun sayang sekali pengelolaannya kurang baik andai saja lebih diperbaiki kebersihan dan fasilitasnya serta promosi yang baik akan menjadi tempat wisata favorit keluarga, saya kesini dalam rangka kegiatan kantor, banyak beberapa fasilitas yg rusak dan sudah tidak baik, namun pada dasarnya tempat ini cantik dan adem sekali, semoga kedepan TWA Punti Kayu bisa lebih baik lagi ya",none,negatif,none,netral,none,none
"taman wisata alam di tengah kota palembang, dengan tarif masuk 10.000/orang untuk hari biasa dan untuk haari libur sabtu minggu/tanggal merah 12.500/orang...sudah ada tempat selfie&flying fox😁😀 …",positif,none,none,none,netral,none
"Taman Wisata Alam ditengah kota, tapi sangat disayangkan kurang ada perhatian khusus dari pengelola dan Pemkot.",none,none,none,negatif,none,none
Taman wisata alam Kebun binatang,none,none,none,netral,none,none
Taman wisata alam penting kayu sangat rekomended sekali..halangan sejuk dan udaranya segar..pemandangan nya sangat bagus sekali cocok bawa keluarga berwisata kesini..kerenn,none,none,none,positif,none,none
Taman wisata Alam punti kayu,none,none,none,netral,none,none
"Taman wisata alam punti kayu adalah salah satu tempat wisata terfavorit di palembang, tempat nya nyaman untuk semua orang apalagi untuk anak kecil,disana terdapat banyak area permainan,dan juga untuk para pengunjung yg ingin berfoto disana banyak sekali objek yg menarik, pokok nya tempat ini recomended",positif,none,none,positif,none,none
"Taman wisata alam punti kayu di palembang sumatra selatan, indah, nyaman, sejuk dan menyenangkan, jauh dari bisingnya kota, walaupun taman ditengah kota, tapi bener2 alami",none,none,none,positif,none,none
"Taman wisata alam punti Kayu ini ada ditengah-tengah kota Palembang. Tempat ini merupakan hutan Pinus yang dijadikan tempat wisat sekaligus tempat konservasi alam. Untuk masuk ke area Taman Wisata Alam Punti Kayu ini, wisatawan perlu merogoh kocek Rp30.000/orang dan untuk kendaraan bermotor dikenakan Rp5.000 / orang. Dengan harga segitu, wisatawan bisa memasuki semua area disini. Untuk menaiku perahu naga dan perahu bebek, wisatawan dikenakan biaya Rp10.000/ orang. Harapan Saya, semoga TWA Punti Kayu semakin berbenah diri untuk memperbaiki fasilitas yang ada",netral,negatif,none,netral,netral,none
Taman wisata Alam punti kayu palembang,none,none,none,netral,none,none
"Taman Wisata Alam Punti Kayu... Hewan banyak ga ada, ga lengkap dan ya ampun dulu bagus banget sekarang jauh jelek karna Kurang terawat sekali, sayang banget padahal kalo dulu ini paling recommend tempat wisatanya. Dan sekarang tiket masuk 25ribu/org di hari senin-jumat. 30ribu/org di hari sabtu, minggu/libur...",negatif,none,none,negatif,netral,none
Taman Wisata Alam untuk Keluarga. Tapi sedikit di Sayangkan Kandang-kandang Hewannya banyak yang Kosong. Banyak kekurangannya.,negatif,none,none,negatif,none,none
"Taman wisata alam yang bagus,senang bisa ajak keluarga ke sini,jln2 akhir tahun 💕🤭 …",none,none,none,positif,none,none
Taman wisata alam yang terletak dipusat kota palembang dengan fasilitas lengkap Cocok untuk rekreasi keluarga,none,positif,none,positif,none,none
"Taman wisata alam,cocok untuk liburan bersama keluarga",none,none,none,positif,none,none
"Taman wisata bagus, namun kebersihan lingkungannya tidak terjaga karena sedikitnya tempat sampah di taman tersebut. Taman wisata dibuka mulai dari jam 9, sedangkan toilet baru dibuka jam stengah 11.",none,negatif,none,netral,none,none
Taman wisata bernuansa pepohonan. Sudah sangat langka tempat wisata seperti ini. Dan yang pasti harga terjangkau,none,none,none,positif,positif,none
"Taman wisata dari jaman SD, makin lama makin gk terawat pdhl letaknya di tengah kota harusnya bs jd ICON kota Palembang, tiket masuk jg kemahalan menurut qu. Perlu diperbaiki lg manajemen nya biar tambah wokeh.",none,none,none,negatif,negatif,none
Taman wisata di Palembang yang selalu nge-hits dan sejuk tempatnya juga romantis,none,none,none,positif,none,none
Taman wisata hutan kota. Cukup atraktif dgn pohon pinus dan monyet2 nya. instagrammable,positif,none,none,netral,none,none
Taman wisata hutan lindung palembang,none,none,none,netral,none,none
Taman wisata ini sangat luas & berpotensi untuk dijadikan tempat wisata alam yg menarik utk keluarga. Sangat disayangkan tidak terawat. Kalau hujan becek banget dimana2. Banyak wahana yg tidak terawat. Untuk tiket masuk mobil 12.500 weekend. Org 10rb. Berasa Mahal krn gak ada yg bisa dinikmati di sini. Semoga pemda setempat bisa memperbaiki kondisi taman wisata ini menjadi lbh baik lagi.,negatif,none,none,negatif,negatif,none
"Taman Wisata Kebun Binatang di tengah Kota Palembang, yg wajib di datengin klo ada keluarga dr daerah untuk tmpt rekreasi apalagi dengan konsep yg baru ini, memiliki spot foto yg keren",positif,none,none,positif,none,none
Taman wisata keluarga,none,none,none,netral,none,none
Taman wisata kota palembang,none,none,none,netral,none,none
Taman wisata legend.... asri di tengah kota,none,none,none,positif,none,none
Taman wisata legendaris cuma karena covid 19 jd tidak dibuka untuk umum,none,none,none,netral,none,none
Taman wisata mantab,none,none,none,positif,none,none
"Taman wisata punti kayu merupakan salah satu tempat wisata yang dapat dikunjungi dikota palembang. Dipenuhi banyak pohon pinus, sehingga sangat rindang dan cocok apabila ingin piknik bersama keluarga, tetapi diharapkan tetap berhati-hati dikarenakan disana ada monyet yang memang habitatnya di taman wisata punti kayu",positif,none,none,positif,none,none
Taman wisata punti kayu merupakan tempat wisata alam dan kebun binatang yg sejak lama menjadi tempat wisata di kota palembang. Di tempat ini anda bisa melihat berbagai macam satwa seperti buaya.monyet.burung.beruang dll. Disini anda juga bisa menunggangi gajah dan kuda untuk keliling daerah punti kayu. Ada juga kolam renang untuj keluarga. Bagi anda yg suka dengan alam tempat ini cocok karena sejuk dan rindang akan pohon. Keluarga juga bisa piknik disini. Anda juga bisa bermain flying fox. Alamat berada di jl kolonel H.Burlian km 7,positif,none,none,positif,none,none
"Taman wisata Punti Kayu mini sudah sangat maju Karena suda dibangun wahana bermain bail Untuk anak-anak, remaja maupun dewasa. Disini tersedia wahana outbound, replika bangunan-bangunan terbesar yang ada di seluruh dunia. Sayangnya untuk …",positif,none,none,positif,none,none
"taman wisata punti kayu sangat cocok sebagai tempat piknik bersama kluarga selain hutan nya yg masih asri, disini jg banyak terdapat wahana lain nya yang bisa kita kunjungi seperti taman burung, taman replika, water boom dan msih bnyak tempat wahana lain nya yg tidak kala seru meskipun berada ditengan kota yang sangat padat dan berpolusi, udara di taman punti kayu ini sangat segar dan bersih karna di tamn ini pepohonan ny msih bnyak dan rindang tempat ini sangat cocok bagi para pengunjung yang ingin bersantai daan melupakan sejenak hiruk pikuk kehidupan kota taman wisata punti kayu buka setiap hri dari jam 9 pagi sampai jam 5 sore",positif,none,none,positif,none,none
